file_path,label
data/malignant/48350_1102444861_png.rf.d35dad9ff19fd93efeb96f3fb5a969da.jpg,malignant
data/malignant/34053_390797277_png.rf.e76687c68f8c0da53411c2d0a1e42204.jpg,malignant
data/malignant/8631_280870762_png.rf.3609d8eb5e93a2c1f043d14133815ea0.jpg,malignant
data/malignant/12153_1827516400_png.rf.9aae00cece7b8628b52df90af8e046d5.jpg,malignant
data/malignant/60653_2052987229_png.rf.062946e5b87227f2b22b0e2b37c6e550.jpg,malignant
data/malignant/31107_1535897244_png.rf.a6e4bc0e332a9f6d6086a21c1acf866c.jpg,malignant
data/malignant/46495_1751742838_png.rf.13f40a38bc236458bb687fd943f03b17.jpg,malignant
data/malignant/3542_748623885_png.rf.ae342e8054558d1ff5373325ba7eca88.jpg,malignant
data/malignant/12463_1225478313_png.rf.41233418d5a4daf14f6ab9f3abb3741e.jpg,malignant
data/malignant/65427_109324028_png.rf.0f9ac16110436d8cfcf883ffa0f15370.jpg,malignant
data/malignant/9014_2058123035_png.rf.7ccac66aaa155834a6668a2b49bb2f40.jpg,malignant
data/malignant/39280_334248774_png.rf.45b8b0ae951b56caf6741854ea3aab82.jpg,malignant
data/malignant/34962_4612225_png.rf.277961754efc09f1b0a228d557fb3427.jpg,malignant
data/malignant/34204_813681757_png.rf.f7811b5beb8c16447e8e6a2f5a71ca84.jpg,malignant
data/malignant/49313_1555150117_png.rf.720414bc9942585d410b5a99ffccdda1.jpg,malignant
data/malignant/48001_118566079_png.rf.9a84b841b8194fde30eb085170de4f64.jpg,malignant
data/malignant/34676_966865143_png.rf.2928d2e4a1249d148fc3ef7da4390a38.jpg,malignant
data/malignant/28057_1534271742_png.rf.8cf41d6bd33c72155b9607f7dde07d62.jpg,malignant
data/malignant/10638_311168378_png.rf.7ef722d2719ba63452148c5fbdf6d0c5.jpg,malignant
data/malignant/44836_677343035_png.rf.21f5bcc6d72dfcfe99c577bafee5d0cb.jpg,malignant
data/malignant/65077_545603591_png.rf.2d917c23b7b54c29181d99b6e31b71cb.jpg,malignant
data/malignant/16249_1313318609_png.rf.f0966af01a88608ad6f74496c396f2ba.jpg,malignant
data/malignant/22562_1512279672_png.rf.5c9a87465a40abb5f3bbe8dce9b67ba7.jpg,malignant
data/malignant/9201_286472263_png.rf.701c6af92bc2473ec720d8ef9595ca2a.jpg,malignant
data/malignant/59806_705873233_png.rf.e0bf743d368e68e593f0e3c542a3dad6.jpg,malignant
data/malignant/29986_1496079995_png.rf.ddee7dde3638c2534c3e881bafd71c64.jpg,malignant
data/malignant/1109_1869230850_png.rf.13cd5d5f1525b79428c971aa22132fce.jpg,malignant
data/malignant/17222_637984831_png.rf.b7ddecbcd15cb7454ad7476882598198.jpg,malignant
data/malignant/826_981350543_png.rf.75a2e3021a82485c4b07e814ea3a3815.jpg,malignant
data/malignant/53776_1622532930_png.rf.b24a55a539de3e17eac36c78f3d7aeea.jpg,malignant
data/malignant/44780_1918822736_png.rf.de584aff7c99d9ebdab1949743746a99.jpg,malignant
data/malignant/54671_941185309_png.rf.2422dd8725fedcc27d8c45a40158b788.jpg,malignant
data/malignant/16955_846765464_png.rf.afc4ef95b9389e345adde2a0f56227e4.jpg,malignant
data/malignant/20009_863999353_png.rf.75d79eacffe13aec32345500849054dc.jpg,malignant
data/malignant/37032_1897605293_png.rf.ade4488edb613cb0915c8268b8a7ab42.jpg,malignant
data/malignant/47673_1098129052_png.rf.d06c17c6b27ca50ced208bd5efe48c0b.jpg,malignant
data/malignant/30094_883863733_png.rf.cda92a346d2c91982f9c41337f4216f5.jpg,malignant
data/malignant/47673_1583323112_png.rf.df509182b35d4bd99b02838a36cf3e51.jpg,malignant
data/malignant/32770_1280343318_png.rf.19bf7ba3bdd3afff6a028e3751807d23.jpg,malignant
data/malignant/54930_1501829050_png.rf.ba90cc404381591390da4ca0b41cce82.jpg,malignant
data/malignant/13920_1998384452_png.rf.5be56da99d2d42e1bcd178baf3ee2af5.jpg,malignant
data/malignant/35864_1557445126_png.rf.0b837db17514b3e954ba8691b5f6448b.jpg,malignant
data/malignant/41238_899283143_png.rf.fa32dbe57ccdc3d3a7e22f4a0071e6f3.jpg,malignant
data/malignant/34823_1928170517_png.rf.7d83da0ba7fa3deabce73cde94b17565.jpg,malignant
data/malignant/27827_222966937_png.rf.c16b57db8b95bba4f6bc1f196e5744d7.jpg,malignant
data/malignant/42746_638253126_png.rf.1f287058ec364502cf65be9d02897c23.jpg,malignant
data/malignant/60033_1188802546_png.rf.3b860c4177ef6a05e0d831292d1cad65.jpg,malignant
data/malignant/50328_735202245_png.rf.327187c32d064660abaece06015ee21d.jpg,malignant
data/malignant/36174_144780883_png.rf.33d6be0ad1765c24e598ea224b534306.jpg,malignant
data/malignant/2989_406764921_png.rf.e0a9a981a749cbbc4c7ebce850544e37.jpg,malignant
data/malignant/13101_739781139_png.rf.0ee88abb01eed1cfdfc820aafbecd7a3.jpg,malignant
data/malignant/28383_2036138693_png.rf.0be2c9c3098e2d95fdad278428dc531f.jpg,malignant
data/malignant/20009_936994890_png.rf.e020cacef985d8dad8334df4c9ffb267.jpg,malignant
data/malignant/28989_1880776532_png.rf.4585b2b3c349c5b775ea152fba2e4c8b.jpg,malignant
data/malignant/12725_156027166_png.rf.16a95ea92f73bb04ccdc7d63c06635f7.jpg,malignant
data/malignant/30363_1951373756_png.rf.f92ed9f0c89b31f2f0412ee045fd6101.jpg,malignant
data/malignant/26700_476723525_png.rf.f4bdd2590b906a02012897e408aeb145.jpg,malignant
data/malignant/19003_2082874992_png.rf.577c648e5f1d6fd34959ce509a92ed14.jpg,malignant
data/malignant/12463_1717036504_png.rf.da3ccff740fa010890ffb8d85d56f7a2.jpg,malignant
data/malignant/26974_592583896_png.rf.a2f8c2492f4a2724d94c90323010e808.jpg,malignant
data/malignant/21315_842119228_png.rf.325466dad96c419bb70a3163653329f7.jpg,malignant
data/malignant/865_2075900290_png.rf.974afc76c5294d355fc5a4f587944097.jpg,malignant
data/malignant/64456_1305207914_png.rf.86b8d127f708cf295cd6fd6ee6ed08a7.jpg,malignant
data/malignant/25523_449544592_png.rf.809af9a0f7594075314e3945aab5edbf.jpg,malignant
